Id,FiscalYear,FiscalPeriod,Month,InformationDate,Branch,Service,SscClient,MetricName,Value,MetricType
6476,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6477,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6478,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),297,Non Cumulative
6479,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6480,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6481,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),1250,Non Cumulative
6482,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),150.54,Non Cumulative
6483,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,11840,As at
6484,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6485,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6486,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),911.28,Non Cumulative
6487,2018-2019,4,July,7/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13154,As at
6488,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6489,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6490,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),307,Non Cumulative
6491,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6492,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6493,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),1250,Non Cumulative
6494,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),153.95,Non Cumulative
6495,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,11840,As at
6496,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6497,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6498,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),939.77,Non Cumulative
6499,2018-2019,5,August,8/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13154,As at
6500,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6501,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6502,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),307,Non Cumulative
6503,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6504,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6505,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),2500,Non Cumulative
6506,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),157.39,Non Cumulative
6507,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,11840,As at
6508,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6509,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6510,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),910,Non Cumulative
6511,2018-2019,6,September,9/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13154,As at
6512,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6513,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6514,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),308,Non Cumulative
6515,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6516,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6517,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),2500,Non Cumulative
6518,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),164.85,Non Cumulative
6519,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,11840,As at
6520,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6521,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6522,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),932.95,Non Cumulative
6523,2018-2019,7,October,10/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13154,As at
6524,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6525,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6526,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),310,Non Cumulative
6527,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6528,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6529,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),2500,Non Cumulative
6530,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),164,Non Cumulative
6531,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,11840,As at
6532,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6533,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6534,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),940,Non Cumulative
6535,2018-2019,8,November,11/30/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13154,As at
6536,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6537,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6538,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),311,Non Cumulative
6539,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6540,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6541,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),2500,Non Cumulative
6542,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),165.48,Non Cumulative
6543,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,11840,As at
6544,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6545,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6546,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),934.93,Non Cumulative
6547,2018-2019,9,"December ",12/31/2018,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13154,As at
6548,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6549,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6550,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),311,Non Cumulative
6551,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6552,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6553,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),2500,Non Cumulative
6554,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),167.95,Non Cumulative
6555,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,11840,As at
6556,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6557,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6558,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),942.75,Non Cumulative
6559,2018-2019,10,"January ",1/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13154,As at
6560,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6561,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6562,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),311,Non Cumulative
6563,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6564,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6565,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),2500,Non Cumulative
6566,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),170.74,Non Cumulative
6567,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,11840,As at
6568,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6569,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6570,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),961.26,Non Cumulative
6571,2018-2019,11,"February ",2/28/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13154,As at
6572,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6573,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1000,Non Cumulative
6574,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),311,Non Cumulative
6575,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
6576,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6577,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),2500,Non Cumulative
6578,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),170.74,Non Cumulative
6579,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,11840,As at
6580,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
6581,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
6582,2018-2019,12,"March ",3/31/2019,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),960.87,Non Cumulative
